id,title,series,author,,genre,date_published,publisher,,,review_count,rating_count,rate
6434,The Edge of Physics: A Journey to Earth's Extremes to Unlock the Secrets of the Universe,,Anil Ananthaswamy,,"Science,Science,Physics,Nonfiction,Science,Astronomy,Space,Audiobook,Science,Popular Science,Philosophy",March 2nd 2010,"Houghton Mifflin

            ,",,,87,951,4
6435,Home Front,,Kristin Hannah,,"Fiction,Womens Fiction,Chick Lit,Romance,Contemporary,Audiobook,War,Adult,Adult Fiction,Family",January 31st 2012,St. Martin's Press,,,"6,870","71,259",4.13
6436,The Legacy (The Declaration #3),"
        (The Declaration #3)
",Gemma Malley,,"Science Fiction,Dystopia,Young Adult,Science Fiction,Fiction,Fantasy,Romance,Young Adult,Teen,Adventure,Futuristic",January 4th 2011,"Bloomsbury USA Childrens

            ,",,,305,"4,399",3.81
6437,Pyongyang: A Journey in North Korea,,Guy Delisle,,"Sequential Art,Graphic Novels,Sequential Art,Comics,Nonfiction,Travel,Autobiography,Memoir,Sequential Art,Bande Dessinée,Cultural,Asia,Graphic Novels Comics,Biography",May 1st 2007,"Drawn and Quarterly

            ,",,,"1,931","22,803",3.91
6438,Drinking Coffee Elsewhere,,Z.Z. Packer,,"Short Stories,Fiction,Cultural,African American,Adult Fiction,Race,Contemporary,Literary Fiction,Short Stories,Short Story Collection,Literature",February 3rd 2004,Riverhead Books,,,738,"6,623",3.86
6439,"The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation, #1)","
        (The Astonishing Life of Octavian Nothing, Traitor to the Nation #1)
",M.T. Anderson,,"Historical,Historical Fiction,Young Adult,Fiction,Historical,Young Adult,Teen,Fantasy,Audiobook,War,Military History,American Revolution",September 12th 2006,Candlewick Press,,,"2,155","15,636",3.52
6440,Frog Music,,Emma Donoghue,,"Historical,Historical Fiction,Fiction,Mystery,Historical,Audiobook,Mystery,Crime,Adult Fiction,Adult,LGBT",April 1st 2014,"Little, Brown and Company",,,"3,704","25,369",3.2
6441,"Captivate (Submerged Sun, #1)","
        (Submerged Sun #1)
",Vanessa Garden,,"Fantasy,Young Adult,Mythology,Mermaids,Romance,Fantasy,Paranormal,Romance,Paranormal Romance,Fantasy,Mythology,Young Adult,Young Adult Fantasy,Business,Amazon",January 1st 2014,Harlequin TEEN Australia,,,241,"1,648",3.8
6442,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",,Brian Greene,,"Science,Nonfiction,Science,Physics,Science,Astronomy,Science,Popular Science,Space,Philosophy,History,Audiobook",2004,"Alfred Knopf

            ,",,,"1,056","37,548",4.09
6443,Pope Francis: Untying the Knots,,Paul Vallely,,"Biography,Nonfiction,Religion,Spirituality,History",September 24th 2013,"Bloomsbury

            ,",,,39,250,4.05
6444,"Dreaming the Bull (Boudica, #2)","
        (Boudica #2)
",Manda Scott,,"Historical,Historical Fiction,Historical,Fiction,Fantasy,Historical Fiction,Historical Fantasy,History,Ancient History,European Literature,British Literature,Literature,Ancient,Romance",February 1st 2005,"Seal Books

            ,",,,105,"2,151",4.26
6445,The Secret History of Science Fiction,,"James Patrick Kelly,John Kessel,Lucius Shepard,Connie Willis,Gene Wolfe,Jonathan Lethem,Karen Joy Fowler,George Saunders",,"Science Fiction,Short Stories,Anthologies,Fiction,Speculative Fiction,Criticism,Literary Criticism,Science Fiction Fantasy,Reference,Literary Fiction",October 1st 2009,Tachyon Publications,,,41,219,3.72
6446,Friends With Partial Benefits,"
        (Friends with Benefits #1)
",Luke Young,,"Romance,Adult Fiction,Erotica,Contemporary,Romance,Contemporary Romance,Womens Fiction,Chick Lit,Adult,Humor,New Adult,Fiction",Jun-11,NaN,,,630,"6,687",3.37
6447,Body of Proof: Tainted Evidence In The Murder Of Jessica O'Grady?,,John Ferak,,"Crime,True Crime",July 11th 2015,WildBlue Press,,,17,274,3.68
6448,Bad Girl: Prequel to Serial,"
        (Serial Killers #0.1)
",Blake Crouch,,"Horror,Thriller,Fiction,Short Stories,Thriller,Mystery Thriller,Mystery,Crime,Dark,Mystery,Contemporary",April 5th 2010,Blake Crouch,,,54,546,3.82
6449,"The Dead Will Tell (Kate Burkholder, #6)","
        (Kate Burkholder #6)
",Linda Castillo,,"Mystery,Fiction,Thriller,Amish,Mystery,Crime,Audiobook,Suspense,Thriller,Mystery Thriller,Adult",July 8th 2014,"Minotaur Books

            ,",,,"1,237","12,441",4.15
6450,Forks Over Knives: The Plant-Based Way to Health,,"Gene  Stone,T. Colin Campbell,Caldwell B. Esselstyn Jr.",,"Health,Food and Drink,Cookbooks,Nonfiction,Food and Drink,Food,Food and Drink,Cooking,Food and Drink,Vegan,Health,Nutrition,Reference,Self Help",June 28th 2011,The Experiment,,,455,"6,916",4.08
6451,"The White Queen (The Plantagenet and Tudor Novels, #2)","
        (The Plantagenet and Tudor Novels #2)
",Philippa Gregory,,"Historical,Historical Fiction,Fiction,Historical,Romance,European Literature,British Literature,Adult,Romance,Historical Romance,Adult Fiction,Audiobook",August 18th 2009,Atria Books,,,"7,411","163,653",3.94
6452,A Lion's Tale: Around the World in Spandex,,"Chris Jericho,Peter T. Fornatale",,"Biography,Nonfiction,Sports,Sports,Biography,Autobiography,Autobiography,Memoir,Humor,Music,Adult,Sports,Recreation",October 25th 2007,"Grand Central Publishing

            ,",,,280,"4,962",4.38
6453,Bridesmaids,,Jane Costello,,"Womens Fiction,Chick Lit,Romance,Contemporary,Fiction,Romance,Contemporary Romance,Humor,European Literature,British Literature,Young Adult,Humor,Comedy",March 8th 2008,Pocket Books,,,249,"3,897",3.79
6454,"Death of a Nationalist (Tejada, #1)","
        (Tejada #1)
",Rebecca Pawel,,"Mystery,Historical,Historical Fiction,Fiction,Cultural,Spain,Mystery,Crime,Historical,Thriller,Mystery Thriller,Civil War,Spanish Civil War,Thriller",February 1st 2004,"Soho Crime

            ,",,,99,688,3.78
6455,The Truth Is a Cave in the Black Mountains,,"Neil Gaiman,Eddie Campbell",,"Fantasy,Fiction,Short Stories,Sequential Art,Graphic Novels,Horror,Audiobook,Sequential Art,Comics,Adult,Adventure",June 17th 2014,"William Morrow

            ,",,,"1,236","9,174",3.98
6456,Korparna,,Tomas Bannerhed,,"Fiction,European Literature,Swedish Literature,Cultural,Sweden,Novels,Family,Contemporary",March 15th 2011,Weyler Förlag,,,50,631,3.73
6457,Children of the New World,,Alexander        Weinstein,,"Short Stories,Science Fiction,Fiction,Science Fiction,Dystopia,Speculative Fiction,Audiobook,Adult,Anthologies,Short Stories,Short Story Collection",September 13th 2016,Picador,,,567,"3,026",3.78
6458,"Kerjäläisprinsessa (Gigi ja Henry, #1)","
        (Gigi ja Henry #1)
",Magdalena Hai,,"Science Fiction,Steampunk,Fantasy,Young Adult,European Literature,Finnish Literature,Science Fiction,Fiction,Adventure,Shapeshifters,Werewolves,Speculative Fiction",Aug-12,Karisto,,,25,177,3.47
6459,"The Command of the Ocean: A Naval History of Britain, 1649­-1815","
        (A Naval History of Britain #2)
",N.A.M. Rodger,,"History,Nonfiction,Military History,Naval History,War,Military Fiction,War,Military,Military History,Reference,Research,European Literature,British Literature,History,European History",May 17th 2006,"W. W. Norton  Company

            ,",,,28,347,4.29
6460,"The Hit (Will Robie, #2)","
        (Will Robie #2)
",David Baldacci,,"Thriller,Fiction,Mystery,Suspense,Mystery,Crime,Action,Audiobook,Thriller,Mystery Thriller,Spy Thriller,Espionage",April 11th 2013,Pan,,,"3,390","61,635",4.11
6461,Love Minus Eighty,,Will McIntosh,,"Science Fiction,Romance,Fiction,Science Fiction,Dystopia,Fantasy,Speculative Fiction,Adult,Science Fiction Fantasy,Adult Fiction",June 11th 2013,Orbit,,,424,"2,892",3.81
6462,The Redheaded Princess,,Ann Rinaldi,,"Historical,Historical Fiction,Young Adult,Historical,Fiction,English History,Tudor Period,Childrens,Middle Grade,European Literature,British Literature,Literature,16th Century,Young Adult,Young Adult Historical Fiction",January 29th 2008,HarperCollins,,,201,"1,475",3.77
6463,Redeployment,,Phil Klay,,"Short Stories,Fiction,War,War,Military Fiction,Historical,Historical Fiction,Audiobook,Contemporary,Literary Fiction,Adult Fiction",March 4th 2014,Penguin Press,,,"2,911","23,056",3.96
6464,The Guardians: An Elegy for a Friend,,Sarah Manguso,,"Nonfiction,Autobiography,Memoir,Literature,Writing,Essays,Death,Biography,Biography Memoir,Philosophy,Poetry",February 28th 2012,"Farrar, Straus and Giroux",,,112,815,3.98
6465,Stay Where You Are and Then Leave,,John Boyne,,"Historical,Historical Fiction,Young Adult,Fiction,War,Historical,Childrens,Middle Grade,Childrens,War,World War I,Family",September 26th 2013,Doubleday Childrens,,,"1,110","8,726",3.94
6466,"The Dark Forest (Remembrance of Earth’s Past, #2)","
        (Remembrance of Earth's Past #2)
","Liu Cixin,Eisso Post,Joel Martinsen,Bruno Roubicek,Richard Heufkens",,"Science Fiction,Fiction,Cultural,China,Science Fiction Fantasy,Audiobook,Fantasy,Science Fiction,Aliens,Space,Speculative Fiction",August 11th 2015,"Tor Books

            ,",,,"6,931","85,054",4.4
6467,Jackalope Wives and Other Stories,,T. Kingfisher,,"Fantasy,Short Stories,Fiction,Fantasy,Fairy Tales,Anthologies,Fantasy,Urban Fantasy,Fantasy,Mythology,Science Fiction Fantasy,Poetry",May 2nd 2017,Red Wombat Studio,,,170,"1,130",4.55
6468,"Der Weg nach Camelot (Gwydion, #1)","
        (Gwydion #1)
",Peter Schwindt,,"Fantasy,Historical,Historical Fiction,Historical,European Literature,German Literature",October 1st 2007,"Ravensburger Buchverlag

            ,",,,2,108,3.95
6469,Kicking Off: Why hooliganism and racism are killing football,,Dougie Brimson,,Nonfiction,May 1st 2011,Category C Publishing,,,1,30,3.3
6470,A Handful of Stars,,Cynthia Lord,,"Childrens,Middle Grade,Realistic Fiction,Animals,Animals,Dogs,Fiction,Childrens,Young Adult,Childrens,Juvenile,Family",May 26th 2015,Scholastic Press,,,761,"5,282",4.16
6471,The Talented Ribkins,,Ladee Hubbard,,"Fiction,Fantasy,Magical Realism,Contemporary,Cultural,African American,Family,Race,Adult,Literary Fiction",August 8th 2017,Melville House Publishing,,,235,"1,292",3.73
6472,One Brother Shy,,Terry Fallis,,"Fiction,Humor,Cultural,Canada,Literature,Canadian Literature,Audiobook,Contemporary,Humor,Comedy,Historical,Historical Fiction,Novels",May 30th 2017,McClelland & Stewart,,,226,"1,226",3.96
6473,"The Disciple of Las Vegas (Ava Lee, #2)","
        (Ava Lee #2)
",Ian  Hamilton,,"Mystery,Thriller,Fiction,Cultural,Canada,Mystery,Crime,Thriller,Mystery Thriller,Adventure,Cultural,Asia,Suspense",July 17th 2011,"Anansi

            ,",,,191,"1,622",3.89
6474,Acquiring Genomes: A Theory Of The Origin Of Species,,"Lynn Margulis,Dorion Sagan",,"Science,Science,Biology,Biology,Evolution,Nonfiction,Biology,Genetics",June 11th 2003,"Basic Books

            ,",,,30,239,3.95
6475,"Odinsbarn (Ravneringene, #1)","
        (Ravneringene #1)
",Siri Pettersen,,"Fantasy,Young Adult,Fantasy,Mythology,Fiction,Romance,Fantasy,High Fantasy,Young Adult,Young Adult Fantasy,Science Fiction Fantasy,Fantasy,Magic",September 9th 2013,Gyldendal,,,"1,018","7,270",4.15
6476,Must the Young Die Too?,,Wyatt Sawyer,,,December 1st 2001,"Gospel Advocate Company

            ,",,,1,6,4
6477,Himself,,Jess Kidd,,"Fiction,Mystery,Magical Realism,Fantasy,Cultural,Ireland,Historical,Historical Fiction,European Literature,Irish Literature,Audiobook,Thriller,Mystery Thriller",March 14th 2017,Atria Books,,,"1,738","10,365",3.92
6478,"The Third Reich in Power (The History of the Third Reich, #2)","
        (The History of the Third Reich #2)
",Richard J. Evans,,"History,Nonfiction,War,World War II,Cultural,Germany,History,European History,War,Politics,Military,Military History,History,World History",October 20th 2005,The Penguin Press,,,277,"5,706",4.32
6479,Freedom Is a Constant Struggle,,"Angela Y. Davis,Cornel West,Frank Barat",,"Nonfiction,Politics,Feminism,Race,Social Movements,Social Justice,Writing,Essays,History,Race,Anti Racist,Social Issues,Activism",January 25th 2016,"Haymarket Books

            ,",,,"1,593","14,170",4.4
6480,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)","
        (Women Are Some Kind of Magic #1)
",Amanda Lovelace,,"Poetry,Feminism,Nonfiction,Contemporary,Adult,Health,Mental Health,Romance,Audiobook,Autobiography,Memoir",April 23rd 2016,CreateSpace,,,"10,513","97,939",3.84
6481,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",,Michael Pollan,,"Nonfiction,Science,Psychology,Health,Philosophy,Self Help,Audiobook,History,Spirituality",May 17th 2018,"Allen Lane

            ,",,,"5,055","59,415",4.17
6482,Bournemouth Boys and Boscombe Girls,,"Danny Winter,Karl Wiggins",,,December 17th 2017,Karl Wiggins,,,0,21,4.29
6483,Coreyography,,Corey Feldman,,"Nonfiction,Biography,Autobiography,Memoir,Biography,Autobiography,Biography Memoir,Culture,Film,Audiobook,Sociology,Abuse,Culture,Pop Culture",October 29th 2013,"St. Martin's Press

            ,",,,694,"6,853",3.79
6484,"Shadows of Self (Mistborn, #5)","
        (The Mistborn Saga #5)
",Brandon Sanderson,,"Fantasy,Fiction,Science Fiction,Steampunk,Fantasy,Epic Fantasy,Fantasy,High Fantasy,Audiobook,Adult,Young Adult,Adventure",October 6th 2015,Tor Books,,,"5,568","101,519",4.26
6485,"Tales from a Not-So-Glam TV Star (Dork Diaries, #7)","
        (Dork Diaries #7)
",Rachel Renée Russell,,"Childrens,Middle Grade,Childrens,Fiction,Sequential Art,Graphic Novels,Realistic Fiction,Humor,Romance,Diary,Contemporary",June 3rd 2014,Aladdin,,,735,"16,748",4.36
6486,"The Biology of Wonder: Aliveness, Feeling and the Metamorphosis of Science",,Andreas Weber,,"Philosophy,Nonfiction,Science,Science,Biology,Environment,Nature",January 4th 2016,New Society Publishers,,,7,57,3.98
6487,The Penguin Lessons,,Tom Michell,,"Nonfiction,Animals,Autobiography,Memoir,Travel,Biography,Biography,Autobiography,Audiobook,Environment,Nature,Book Club",November 5th 2015,Michael Joseph,,,"1,063","8,391",4.09
6488,Celestial Bodies,,"Jokha Alharthi,Marilyn Booth",,"Fiction,Historical,Historical Fiction,Literary Fiction,Novels,Contemporary,Family,Literature,Cultural,Asia,Historical",October 15th 2019,"Catapult

            ,",,,"2,072","11,457",3.42
6489,"Memory Man (Amos Decker, #1)","
        (Amos Decker #1)
",David Baldacci,,"Mystery,Fiction,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Audiobook,Suspense,Mystery,Detective,Adult",April 21st 2015,Grand Central Publishing,,,"6,964","121,055",4.08
6490,"Nightfall (Keeper of the Lost Cities, #6)","
        (Keeper of the Lost Cities #6)
",Shannon Messenger,,"Fantasy,Childrens,Middle Grade,Young Adult,Fiction,Adventure,Young Adult,Young Adult Fantasy,Romance,Fantasy,Magic,Childrens",November 7th 2017,Aladdin,,,"1,232","17,581",4.6
6491,Formula 1 Legends: Niki Lauda,,Pierre Menard,,,April 21st 2005,Chronosports Editeur,,,1,6,4.33
6492,"Dom Wars: Round 1 & 2 (Dom Wars, #1-2)","
        (Dom Wars #1-2)
",Lucian Bane,,,April 29th 2014,NaN,,,74,659,4.16
6493,The Shepherd's Crown (Discworld #41),"
        (Discworld #41)
","Terry Pratchett,Rob Wilkins",,"Fantasy,Fiction,Young Adult,Humor,Audiobook,Fantasy,Magic,Paranormal,Witches,Science Fiction Fantasy,Humor,Comedy",June 2nd 2016,"Corgi Childrens

            ,",,,"2,945","25,550",4.37
6494,Whipping Girl: A Transsexual Woman on Sexism and the Scapegoating of Femininity,,Julia Serano,,"Nonfiction,Feminism,LGBT,Queer,Gender,LGBT,LGBT,Transgender,Gender,Gender Studies,Autobiography,Memoir,Social Movements,Social Justice",May 14th 2007,Seal Press,,,576,"6,575",4.24
6495,"Armageddon Outta Here (Skulduggery Pleasant, #8.5)","
        (Skulduggery Pleasant #8.5)
",Derek Landy,,"Fantasy,Young Adult,Short Stories,Fantasy,Urban Fantasy,Fiction,Fantasy,Magic,Humor,Mystery,Adventure",July 3rd 2014,HarperCollinsChildren'sBooks,,,208,"3,600",4.4
6496,The Wilderness Warrior: Theodore Roosevelt and the Crusade for America,,Douglas Brinkley,,"History,Biography,Nonfiction,Environment,Nature,Politics,Presidents,North American Hi...,American History,Environment,Politics,Biography Memoir",July 28th 2009,Harper,,,242,"1,953",4.06
6497,Was helfen könnte,,"Mona Høvring,Ebba D. Drolshagen",,,2019,"Büchergilde Gutenberg

            ,",,,13,129,3.99
6498,The Big Rewind: A Memoir Brought to You by Pop Culture,,Nathan Rabin,,"Autobiography,Memoir,Nonfiction,Culture,Pop Culture,Music,Biography,Humor,Biography Memoir,Biography,Autobiography,Media Tie In",July 7th 2009,"Scribner Book Company

            ,",,,112,799,3.35
6499,The Queen Mother: The Official Biography,,William Shawcross,,"Biography,Nonfiction,History,Biography Memoir,European Literature,British Literature,Literature,20th Century,Womens,Historical,Audiobook",October 27th 2009,"Knopf

            ,",,,238,"1,956",4
6500,Diamond Willow,,Helen Frost,,"Poetry,Young Adult,Childrens,Middle Grade,Realistic Fiction,Adventure,Animals,Childrens,Animals,Dogs,Family",April 1st 2008,"Farrar, Straus and Giroux (BYR)",,,455,"3,149",3.98
6501,Transition,,Iain M. Banks,,"Science Fiction,Fiction,Fantasy,Thriller,Novels,Cultural,International,Space,Speculative Fiction,Science,Technology",September 1st 2009,Orbit,,,667,"9,712",3.86
6502,Oz: The Wonderful Wizard of Oz,"
        (Marvel's Oz Comics #1)
","Eric Shanower,Skottie Young,L. Frank Baum,Jean-François Beaulieu",,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Classics,Fiction,Childrens,Young Adult,Graphic Novels Comics,Adventure",September 16th 2009,"Marvel

            ,",,,614,"25,947",4.09
6503,Cethe,,Becca  Abbott,,"Fantasy,Romance,M M Romance,Fantasy,Magic,Romance,LGBT,Fantasy,Paranormal,M M Romance,M M Fantasy,Manga,Yaoi,LGBT,Gay",August 17th 2009,"CreateSpace

            ,",,,117,"1,347",3.74
6504,Refugee Boy,,Benjamin Zephaniah,,"Fiction,Young Adult,Contemporary,War,Cultural,Africa,Childrens,Academic,School,Eastern Africa,Ethiopia,Realistic Fiction",Aug-01,Bloomsbury,,,226,"2,508",3.74
6505,The Inconvenient Indian: A Curious Account of Native People in North America,,Thomas King,,"Nonfiction,History,Cultural,Canada,Politics,Race,Historical,Social Movements,Social Justice,Audiobook,Cultural",November 13th 2012,Doubleday Canada,,,"1,570","12,399",4.23
6506,Shakespeare's Ideas,,David Bevington,,"Criticism,Literary Criticism,Nonfiction,Biography",September 1st 2008,"Wiley-Blackwell

            ,",,,5,18,3.72
6507,Lawless World: Making And Breaking Global Rules,,Philippe Sands,,"Politics,Nonfiction,Law,History,Social Issues,Activism",March 28th 2006,"Penguin UK

            ,",,,10,131,3.94
6508,The Pursuit of Happiness,,Douglas Kennedy,,"Fiction,Historical,Historical Fiction,Romance,Historical,Contemporary,Roman,Drama,Womens Fiction,Chick Lit,Novels",May 2nd 2002,"Arrow

            ,",,,487,"5,537",4.14
